employee_id,name,age,gender,department,job_role,salary,joining_date,city,email,experience_years,performance_score
EMP28817,Divya Das,60,Male,Sales,Operations Manager,135163.0,2023-02-20,Chennai,,19.6,Good
EMP26010,Ravi Das,38,female,HR,Marketing Analyst,147893.0,2016-10-15,Mumbai ,,17.0,
EMP11453,Karthik Das,59,Male,IT,HR Executive,39818.0,2017-08-25,Mumbai ,,8.8,good
EMP29202,Amit Gupta,45,Male,IT,Data Analyst,148682.0,2025-07-16,Kochi,,23.6,good
EMP12911,Karthik Sharma,65,Female,HR,Software Engineer,30031.0,2025-04-13,Hyderabad,,21.3,Poor
EMP18597,Pooja Kumar,28,Female,Marketing,Marketing Analyst,56253.0,2026-02-23,Bengaluru,,21.1,good
EMP15981,Amit Das,34,,IT,Data analyst,89939.0,2023-08-08,Mumbai ,,4.2,Excellent
EMP10945,Meena Menon,43,Female,Sales,HR Executive,118974.0,2026-04-12,Delhi,,1.4,
EMP10049,Amit Gupta,33,Female,Marketing,Marketing Analyst,78913.0,2022-12-17,Bengaluru,,22.8,Poor
EMP23596,Ravi Singh,59,F,HR,Accountant,35343.0,2024-09-10,Hyd,,14.7,
EMP12417,Priya Patel,54,F,HR,Data analyst,63146.0,2017-04-19,Delhi,,11.9,Poor
EMP26094,Pooja Kumar,47,F,HR,Data analyst,26452.0,2026-02-20,Bengaluru,,4.4,
EMP16213,Karthik Patel,24,male,IT,Data Analyst,63904.0,2023-11-28,Chennai,,5.9,Excellent
EMP21384,Karthik Reddy,59,female,Sales,HR Executive,126347.0,2025-11-27,Bangalore,,14.6,Good
EMP21909,Anjali Singh,61,F,Finance,Operations Manager,112225.0,2026-06-15,Mumbai,,8.1,Poor
EMP13453,Vijay Das,60,male,Finance,Sales Executive,150224.0,2021-04-27,Hyd,,17.3,Average
EMP23959,Divya Menon,58,Female,Operations,Data analyst,160458.0,2018-01-12,Bengaluru,,0.4,Good
EMP10679,Karthik Das,29,Male,Finance,Operations Manager,43851.0,2021-08-13,Hyd,,23.2,Good
EMP18847,Meena Gupta,50,F,Sales,Data analyst,151443.0,2022-12-09,Chennai,,22.6,Excellent
EMP21964,Sneha Menon,58,F,Operations,software engineer,128574.0,2015-08-01,Mumbai,,0.1,
EMP11957,Ravi Gupta,55,,HR,Software Engineer,90072.0,2018-01-01,Bengaluru,,19.0,
EMP20075,Sneha Patel,35,M,IT,Marketing Analyst,52052.0,2021-06-19,Mumbai,,24.4,Excellent
EMP23007,Karthik Iyer,54,Female,Operations,HR Executive,63308.0,2018-11-02,Chennai,,24.6,excellent
EMP22691,Nisha Iyer,22,,Sales,Software Engineer,149197.0,2026-07-26,Kochi,,11.9,
EMP15824,Suresh Singh,46,F,Sales,Data analyst,81053.0,2019-10-15,Hyd,,21.5,Excellent
EMP12089,Divya Rao,60,Male,Marketing,Software Engineer,55042.0,2025-06-10,Hyderabad,,21.5,
EMP21320,Vignesh Kumar,55,male,HR,Data analyst,166066.0,2016-07-17,Delhi,,13.0,Good
EMP21929,Vijay Reddy,21,female,IT,Marketing Analyst,54199.0,2018-12-23,Bengaluru,,2.5,Good
EMP22121,Rahul Kumar,53,Female,Marketing,software engineer,135825.0,2025-02-23,Hyderabad,,19.5,
EMP18075,Vijay Iyer,63,male,HR,Data Analyst,135219.0,2026-04-30,Pune,,17.7,Excellent
EMP15519,Rahul Menon,43,,HR,Operations Manager,-5616.0,2024-10-15,Pune,,1.7,Excellent
EMP17172,Divya Singh,57,female,Sales,Software Engineer,38504.0,2015-01-17,Pune,,24.0,excellent
EMP11004,Nisha Verma,55,,Marketing,Accountant,50000.0,2023-03-19,Mumbai,,11.7,Poor
EMP11579,Amit Iyer,54,female,Marketing,Sales Executive,38217.0,2019-12-19,Hyd,,7.5,
EMP25686,Ravi Nair,56,Unknown,HR,Accountant,74977.0,2019-06-03,Chennai ,,0.3,
EMP23401,Anjali Patel,64,F,Operations,Operations Manager,95101.0,2021-01-25,Kochi,,7.5,
EMP23337,Ravi Reddy,28,Female,Finance,Data analyst,22483.0,2020-09-06,Hyderabad,,2.8,Excellent
EMP21618,Pooja Nair,62,Male,Finance,Accountant,24514.0,2016-08-11,Kochi,,6.8,Excellent
EMP26936,Karthik Reddy,21,,HR,software engineer,72624.0,2018-04-18,Mumbai ,,2.9,good
EMP27902,Amit Gupta,28,F,HR,Accountant,148657.0,2023-03-11,Hyd,,5.3,Poor
EMP17852,Amit Das,63,Male,Finance,Software Engineer,172049.0,2025-05-05,Hyd,,22.1,Average
EMP23466,Pooja Gupta,19,M,HR,Marketing Analyst,33058.0,2016-05-27,Bangalore,,18.3,good
EMP26635,Nisha Kumar,41,female,Sales,,179674.0,2015-03-06,Bengaluru,,9.8,Poor
EMP18022,Suresh Patel,55,female,HR,Operations Manager,-24529.0,2022-11-09,Bengaluru,,24.3,
EMP23167,Sneha Verma,24,Male,IT,Accountant,32517.0,2017-01-11,Delhi,,16.8,Poor
EMP17396,Sneha Das,65,M,Sales,Sales Executive,87137.0,2016-08-10,Mumbai,,4.1,Good
EMP11491,Suresh Verma,38,Female,HR,,173346.0,2019-08-18,Mumbai ,,5.2,excellent
EMP18084,Ravi Menon,41,Female,Marketing,Sales Executive,64992.0,2024-03-12,Bangalore,,20.7,
EMP17525,Karthik Patel,43,F,Finance,Accountant,86596.0,2020-04-15,Mumbai,,14.2,Average
EMP28126,Rahul Das,37,male,HR,Operations Manager,107971.0,2022-03-17,Bengaluru,,1.4,Average
EMP14349,Rahul Iyer,60,male,IT,Sales Executive,91375.0,2025-11-22,Mumbai,,24.0,good
EMP20449,Sneha Iyer,56,M,Operations,Software Engineer,83378.0,2015-02-19,Pune,,7.4,Excellent
EMP16658,Ravi Gupta,53,Female,Sales,,153309.0,2018-09-05,Pune,,7.7,Average
EMP17283,Ravi Reddy,41,F,Sales,Data Analyst,143866.0,2018-03-04,Pune,,13.6,good
EMP29931,Rahul Iyer,25,Male,IT,Accountant,166929.0,2020-09-25,Chennai,,20.1,
EMP19199,Amit Verma,52,Female,Marketing,Sales Executive,150499.0,2020-12-07,Hyd,,24.1,Poor
EMP22895,Pooja Gupta,46,M,IT,Accountant,162881.0,2019-10-05,Bangalore,,13.5,Average
EMP26626,Pooja Singh,40,male,Sales,Operations Manager,57142.0,2017-07-28,Pune,,7.5,
EMP15872,Arun Nair,26,male,Operations,Sales Executive,67734.0,2025-03-08,Delhi,,11.4,Excellent
EMP26355,Rahul Singh,22,M,IT,Data analyst,71478.0,2018-07-08,Mumbai,,22.8,Good
EMP14093,Arun Gupta,65,male,IT,Accountant,178971.0,2015-08-14,Bengaluru,,15.5,excellent
EMP20055,Priya Gupta,60,female,HR,HR Executive,163951.0,2024-07-30,Mumbai,,8.2,excellent
EMP28335,Ravi Verma,35,F,Sales,HR Executive,108177.0,2016-02-07,Pune,,9.5,
EMP28619,Sneha Reddy,39,female,IT,Sales Executive,123784.0,2021-05-05,Mumbai,,6.8,Poor
EMP25397,Anjali Kumar,64,F,HR,Data analyst,79307.0,2019-02-07,Chennai,,11.0,
EMP10003,Ravi Iyer,24,male,Marketing,software engineer,84862.0,2024-01-30,Chennai,,20.6,Poor
EMP25424,Meena Nair,63,,IT,Operations Manager,172075.0,2022-07-08,Chennai,,21.0,excellent
EMP23661,Pooja Singh,49,Male,HR,Data analyst,148212.0,2025-07-30,Delhi,,13.3,Good
EMP15019,Vijay Iyer,36,female,IT,software engineer,37659.0,2022-05-09,Chennai ,,3.4,good
EMP12590,Divya Menon,24,Male,HR,Sales Executive,101942.0,2016-11-19,Mumbai,,15.1,Poor
EMP12314,Meena Iyer,29,female,Sales,,114597.0,2024-11-13,Chennai,,8.8,Good
EMP15992,Suresh Verma,39,Male,Finance,Sales Executive,143060.0,2018-09-09,Hyderabad,,10.8,Poor
EMP24152,Rahul Menon,58,Unknown,HR,Marketing Analyst,158643.0,2026-06-24,Bangalore,,19.0,Good
EMP22463,Amit Sharma,30,Female,Finance,Marketing Analyst,166636.0,2015-12-06,Bengaluru,,1.4,Average
EMP24789,Rahul Kumar,30,Unknown,HR,software engineer,126019.0,2023-01-07,Mumbai ,,8.8,
EMP14060,Ravi Gupta,39,M,Sales,,40128.0,2024-11-15,Hyderabad,,6.8,Average
EMP28250,Vijay Rao,40,male,Sales,Marketing Analyst,97776.0,2017-04-28,Mumbai ,,25.0,good
EMP18902,Anjali Verma,30,Female,HR,,104361.0,2023-02-11,Kochi,,17.3,Poor
EMP11185,Rahul Rao,65,,IT,Sales Executive,37222.0,2016-11-24,Mumbai,,10.5,Good
EMP12747,Suresh Kumar,56,male,Sales,Data analyst,157285.0,2017-02-22,Kochi,,24.6,Excellent
EMP15758,Priya Rao,18,M,IT,Software Engineer,37864.0,2024-05-10,Chennai,,6.2,
EMP26290,  Vijay Menon  ,35,Unknown,Finance,Software Engineer,55463.0,2023-06-16,Kochi,,24.4,Average
EMP23110,Priya Patel,21,Female,HR,software engineer,92296.0,2021-01-29,Chennai ,,22.6,good
EMP26035,Meena Reddy,49,male,IT,Operations Manager,129971.0,2016-03-16,Hyd,,24.5,good
EMP15192,Arun Sharma,52,M,IT,software engineer,125840.0,2019-12-09,Chennai ,,14.6,Average
EMP16979,Vijay Das,63,Male,HR,Data Analyst,67710.0,2024-06-14,Delhi,,17.6,excellent
EMP12997,Rahul Rao,48,Female,HR,Software Engineer,44324.0,2021-04-13,Delhi,,1.0,good
EMP20229,Karthik Nair,62,female,Sales,Data Analyst,42461.0,2023-08-08,Bengaluru,,16.0,excellent
EMP21759,Suresh Menon,59,male,IT,Operations Manager,49811.0,2021-08-13,Hyd,,1.8,
EMP14128,Rahul Das,60,Male,HR,Software Engineer,170889.0,2020-11-11,Bangalore,,18.6,Excellent
EMP13727,Amit Das,42,Male,Marketing,Data Analyst,64155.0,2021-12-21,Delhi,,9.9,excellent
EMP18387,Karthik Patel,59,Male,IT,Data analyst,135896.0,2025-09-27,Bangalore,,12.1,Poor
EMP16839,Meena Singh,64,,Finance,Software Engineer,134622.0,2015-08-04,Pune,,12.0,
EMP14130,Suresh Rao,24,F,IT,Sales Executive,156540.0,2019-10-31,Bengaluru,,13.2,
EMP10541,Divya Sharma,20,female,HR,Accountant,-27463.0,2024-03-18,Hyderabad,,18.5,Good
EMP16284,Vignesh Kumar,19,,Sales,Marketing Analyst,26969.0,2020-03-08,Delhi,,16.8,Good
EMP11392,Vijay Das,65,Female,HR,Software Engineer,79830.0,2015-12-17,Hyd,,24.3,
EMP29077,Vignesh Gupta,65,male,IT,Data analyst,151617.0,2019-01-29,Chennai,,10.2,Good
EMP11113,Karthik Iyer,65,Female,Operations,Marketing Analyst,88121.0,2015-05-26,Hyd,,19.3,good
EMP17997,Vignesh Das,43,female,Finance,Accountant,46342.0,2015-07-31,Kochi,,17.2,
EMP25222,Amit Das,65,Male,IT,Software Engineer,161468.0,2019-04-17,Chennai,,5.1,
EMP24049,Suresh Singh,65,male,Finance,Accountant,47348.0,2018-07-15,Mumbai ,,9.5,Excellent
EMP28873,Anjali Nair,39,male,HR,HR Executive,103711.0,2015-10-15,Delhi,,21.0,Average
EMP22850,Meena Patel,46,male,IT,Software Engineer,26781.0,2025-09-03,Mumbai ,,20.5,Poor
EMP12458,Sneha Das,29,,IT,Operations Manager,51026.0,2017-12-02,Kochi,,3.2,
EMP23357,Divya Menon,48,,HR,HR Executive,56268.0,2016-12-14,Hyd,,2.5,excellent
EMP27203,Divya Reddy,39,F,Sales,Accountant,123460.0,2016-06-26,Bangalore,,11.0,excellent
EMP28798,Rahul Patel,48,F,IT,Marketing Analyst,76118.0,2025-11-18,Bangalore,,18.8,
EMP15679,Divya Sharma,52,Male,Sales,Sales Executive,172513.0,2020-07-29,Hyderabad,,19.2,
EMP21739,Ravi Verma,19,male,Finance,,113331.0,2019-10-27,Delhi,,18.9,good
EMP16266,Suresh Rao,32,F,HR,Data Analyst,28857.0,2026-05-16,Bangalore,,21.2,
EMP23682,Ravi Verma,49,,IT,HR Executive,37785.0,2023-08-25,Pune,,17.6,Poor
EMP12870,Vijay Verma,18,male,HR,Software Engineer,161001.0,2025-06-01,Delhi,,9.1,
EMP18164,Rahul Kumar,56,M,IT,,95485.0,2018-02-10,Pune,,0.5,
EMP15522,Suresh Menon,20,Male,Marketing,,128428.0,2016-12-27,Kochi,,23.0,good
EMP17045,Arun Patel,39,,Sales,Data Analyst,148395.0,2021-01-07,Pune,,20.8,excellent
EMP18245,Divya Patel,51,M,Sales,Operations Manager,41260.0,2025-07-22,Mumbai,,8.3,
EMP15094,Vijay Rao,27,Female,Sales,Data analyst,173226.0,2023-02-21,Mumbai ,,20.3,excellent
EMP16779,  Nisha Reddy  ,65,Female,HR,Operations Manager,158059.0,2023-05-27,Delhi,,12.0,Good
EMP27023,Karthik Kumar,55,Male,IT,Accountant,139062.0,2016-06-14,Hyd,,5.0,Average
EMP18493,Meena Patel,33,Male,IT,Data Analyst,168201.0,2024-09-15,Chennai,,2.9,excellent
EMP14037,Sneha Sharma,46,,Finance,Software Engineer,93026.0,2024-07-14,Kochi,,12.8,good
EMP11235,Karthik Patel,22,F,HR,Software Engineer,168650.0,2025-07-27,Bangalore,,22.2,good
EMP12239,Karthik Kumar,36,Male,HR,Data analyst,59873.0,2019-02-19,Pune,,17.2,good
EMP12686,Amit Verma,33,Male,HR,Data analyst,102485.0,2018-07-11,Mumbai ,,1.9,Average
EMP23556,Pooja Iyer,44,Unknown,IT,Operations Manager,87920.0,2017-01-08,Mumbai,,12.0,excellent
EMP10461,Divya Kumar,36,Male,Operations,Software Engineer,34727.0,2022-04-20,Pune,,13.0,Good
EMP17657,Suresh Verma,43,Male,IT,Sales Executive,67354.0,2023-07-26,Mumbai ,,11.4,Excellent
EMP21235,Vignesh Singh,31,Unknown,Finance,software engineer,137001.0,2026-01-23,Delhi,,17.7,Average
EMP24066,Vijay Sharma,19,female,Finance,Data analyst,33734.0,2017-12-30,Chennai,,20.3,Poor
EMP21499,Suresh Iyer,37,Male,Marketing,,156832.0,2026-03-27,Hyd,,7.7,Poor
EMP25607,Anjali Singh,58,Unknown,Finance,software engineer,95301.0,2022-10-04,Bangalore,,14.0,Excellent
EMP24903,Divya Kumar,20,female,Marketing,Data Analyst,51113.0,2018-09-04,Bangalore,,17.6,Average
EMP14165,Anjali Patel,50,female,Marketing,Software Engineer,176981.0,2019-10-14,Hyderabad,,19.2,Average
EMP28399,Anjali Rao,41,male,IT,Accountant,117463.0,2022-05-04,Hyderabad,,13.3,
EMP16736,Pooja Rao,33,F,Marketing,,69792.0,2024-05-16,Chennai ,,3.3,
EMP17357,Anjali Singh,24,Unknown,Finance,Accountant,53552.0,2017-10-30,Hyd,,21.3,excellent
EMP12066,Nisha Patel,38,Female,Marketing,,34394.0,2023-09-03,Bangalore,,17.0,Excellent
EMP22858,Divya Nair,42,Female,HR,Accountant,84873.0,2019-05-28,Kochi,,9.3,Excellent
EMP15838,Ravi Singh,26,female,IT,Sales Executive,56577.0,2016-12-01,Bangalore,,2.7,excellent
EMP13220,Vignesh Reddy,50,,Operations,software engineer,62741.0,2026-02-23,Pune,,10.9,Poor
EMP19556,Rahul Nair,57,,HR,Sales Executive,144827.0,2019-01-18,Bangalore,,20.8,Poor
EMP29723,Anjali Das,31,Unknown,HR,Data analyst,44112.0,2026-01-23,Hyd,,10.7,Good
EMP25736,Divya Singh,64,,IT,Software Engineer,39428.0,2018-01-07,Mumbai,,1.2,good
EMP15514,Amit Verma,63,F,IT,,163100.0,2024-03-15,Delhi,,22.8,Excellent
EMP22086,Priya Kumar,34,,Sales,Accountant,27398.0,2025-04-22,Mumbai,,2.5,Poor
EMP18156,Divya Gupta,39,male,Marketing,Data analyst,99933.0,,Delhi,,16.4,
EMP26402,Sneha Verma,47,M,HR,Sales Executive,63639.0,2019-05-01,Bengaluru,,5.3,good
EMP26647,Vijay Singh,62,M,HR,,69120.0,2017-09-11,Mumbai,,8.5,Excellent
EMP25559,Sneha Nair,51,Male,Operations,software engineer,25396.0,2023-06-25,Delhi,,19.7,Average
EMP13079,Vijay Patel,56,Female,Finance,Software Engineer,72811.0,2016-05-11,Pune,,2.2,
EMP24769,Ravi Singh,22,Male,Operations,Operations Manager,176006.0,2015-04-10,Chennai ,,17.4,Excellent
EMP19145,Karthik Menon,22,female,Sales,Data Analyst,179333.0,2021-10-11,Kochi,invalidemail,18.2,Average
EMP27580,Amit Kumar,20,F,Operations,Data Analyst,147231.0,2022-05-25,Hyderabad,,17.4,
EMP16415,Meena Kumar,22,Male,HR,Sales Executive,174925.0,2021-04-19,Chennai ,,20.4,
EMP10810,Anjali Nair,48,,HR,Software Engineer,160234.0,2025-01-03,Delhi,,0.8,Poor
EMP26448,Arun Singh,45,M,Marketing,HR Executive,46253.0,2019-07-19,Hyd,,21.1,Excellent
EMP11086,Divya Das,54,Female,Marketing,Software Engineer,79874.0,2017-08-02,Chennai,,11.9,Good
EMP16531,Divya Reddy,21,female,Sales,Software Engineer,72798.0,2025-08-28,Hyd,,10.4,Good
EMP20370,Sneha Sharma,43,male,Operations,Sales Executive,127541.0,2022-01-13,Chennai,,20.2,Excellent
EMP18958,Rahul Kumar,60,,HR,Software Engineer,35284.0,2025-02-17,Pune,,5.8,Good
EMP11604,Priya Rao,31,M,HR,Accountant,76625.0,2022-11-22,Delhi,,23.5,
EMP22452,Amit Nair,25,M,HR,Operations Manager,61383.0,2015-06-13,Mumbai,,13.6,good
EMP27277,Vignesh Das,19,F,IT,Software Engineer,146810.0,2023-01-29,Bengaluru,,6.0,Poor
EMP13656,Pooja Reddy,63,F,Finance,Software Engineer,147852.0,2020-10-04,Bengaluru,,2.0,Good
EMP14712,Nisha Iyer,23,Female,HR,Sales Executive,113051.0,2021-01-30,Chennai,,16.6,good
EMP20956,Pooja Singh,30,Female,IT,Marketing Analyst,79167.0,2026-01-23,Mumbai ,,14.0,
EMP28315,Nisha Sharma,20,F,Sales,software engineer,34002.0,2026-05-06,Mumbai,,3.5,good
EMP28915,Karthik Sharma,39,Male,IT,,21034.0,2020-01-13,Pune,,2.4,
EMP23899,Arun Rao,40,female,HR,,98457.0,2015-08-22,Mumbai,,6.4,
EMP13744,Priya Rao,54,Female,IT,Data Analyst,45106.0,2021-09-08,Chennai ,,9.8,Poor
EMP17489,Nisha Patel,63,Male,Finance,HR Executive,120666.0,2021-07-17,Hyd,,12.3,Average
EMP15247,Amit Nair,33,Unknown,IT,HR Executive,77702.0,2022-11-25,Bangalore,,3.9,Poor
EMP11855,Priya Patel,56,female,IT,HR Executive,157436.0,2025-10-08,Hyderabad,,10.3,excellent
EMP11806,Amit Rao,26,female,IT,HR Executive,145409.0,2020-04-02,Mumbai ,,4.6,
EMP29823,Anjali Sharma,31,F,IT,HR Executive,172481.0,2018-09-21,Mumbai ,,22.5,excellent
EMP11122,Pooja Rao,56,Male,IT,Accountant,74015.0,2018-12-23,Chennai,,22.3,
EMP26953,Amit Menon,42,male,HR,Software Engineer,153515.0,2023-05-03,Kochi,,17.6,excellent
EMP17819,Pooja Das,58,M,IT,,38249.0,2023-05-30,Hyderabad,,8.7,Average
EMP23404,Rahul Reddy,64,M,HR,Software Engineer,159833.0,2024-01-11,Pune,,9.6,
EMP22345,Sneha Das,23,male,Marketing,software engineer,129113.0,2020-04-08,Chennai ,,22.1,
EMP16766,Suresh Kumar,59,Female,Marketing,Data analyst,76145.0,2018-07-10,Delhi,,24.2,Poor
EMP20885,Divya Singh,50,M,Sales,Data analyst,95937.0,2026-02-23,Kochi,,4.6,good
EMP27511,Ravi Nair,55,Male,HR,Marketing Analyst,80616.0,2015-03-26,Pune,,23.7,Average
EMP21704,Arun Das,64,Female,Finance,software engineer,139477.0,2017-04-06,Hyd,,18.5,Poor
EMP13783,Ravi Das,49,Male,Sales,Data Analyst,77533.0,2024-12-25,Chennai ,,15.6,
EMP11254,Vignesh Gupta,36,F,Finance,Data Analyst,116803.0,2016-09-06,Hyd,,,
EMP14395,Anjali Gupta,65,male,Sales,Data Analyst,36618.0,2025-01-29,Hyderabad,,22.0,Average
EMP25294,Divya Singh,65,Unknown,Sales,Data analyst,150978.0,2016-04-05,Hyd,,16.8,good
EMP25656,Arun Rao,29,Unknown,HR,Data Analyst,58508.0,2020-11-28,Pune,,15.5,Good
EMP15890,Meena Nair,49,male,Finance,,113765.0,2022-06-15,Chennai ,,22.9,Good
EMP19716,Priya Patel,43,M,Sales,Operations Manager,147528.0,2017-02-24,Bengaluru,,8.0,good
EMP12960,Sneha Gupta,32,male,Marketing,Software Engineer,84541.0,2017-02-19,Chennai ,,24.0,Average
EMP25695,Nisha Gupta,65,Male,HR,HR Executive,133757.0,2017-12-27,Bengaluru,,14.0,Good
EMP15098,Rahul Rao,31,Unknown,Sales,Operations Manager,103501.0,2018-12-30,Kochi,,24.0,Poor
EMP17460,Sneha Reddy,25,Male,IT,Data Analyst,102732.0,,Chennai,,18.2,Good
EMP22633,Divya Verma,59,Female,Sales,Operations Manager,46872.0,2022-04-05,Mumbai ,,2.1,excellent
EMP16585,Rahul Patel,65,,Operations,Operations Manager,94375.0,2016-03-04,Hyd,,7.3,Average
EMP17918,Amit Menon,35,F,HR,HR Executive,71001.0,2025-01-26,Bangalore,,19.1,excellent
EMP21576,Vignesh Iyer,24,M,IT,,147073.0,2018-02-20,Kochi,,2.7,Average
EMP19071,Rahul Nair,61,male,HR,Data analyst,163221.0,2023-09-29,Hyd,,9.1,
EMP14343,Anjali Sharma,64,Unknown,Operations,Software Engineer,157658.0,2021-05-10,Hyd,,6.8,
EMP14897,Sneha Patel,19,M,Sales,Sales Executive,50563.0,2025-09-14,Mumbai,,21.7,good
EMP14317,Vignesh Sharma,19,,HR,Operations Manager,23469.0,2022-04-12,Kochi,,11.8,Average
EMP24281,Nisha Patel,29,male,IT,Data Analyst,111210.0,2017-09-15,Mumbai,,5.9,Excellent
EMP25038,Arun Sharma,64,Male,HR,,174003.0,2022-02-18,Pune,,0.3,good
EMP22438,Vijay Iyer,46,F,HR,HR Executive,126099.0,2018-12-18,Chennai,,10.2,Good
EMP15182,Suresh Patel,35,M,IT,Software Engineer,97993.0,2024-09-24,Hyd,,22.9,Good
EMP22455,Anjali Patel,53,Unknown,Finance,Data Analyst,59313.0,2025-08-21,Bengaluru,,1.8,
EMP20482,Suresh Iyer,38,female,HR,Operations Manager,18449.0,2024-05-20,Kochi,,24.1,
EMP24197,Vijay Gupta,61,Male,IT,Data analyst,36159.0,2023-04-07,Chennai,,20.0,Average
EMP25876,Suresh Iyer,22,,Sales,HR Executive,98611.0,2017-03-10,Hyd,,4.2,
EMP12294,Meena Reddy,61,male,HR,Accountant,30266.0,2021-12-19,Bengaluru,,24.2,excellent
EMP15446,Meena Sharma,25,Female,IT,,80945.0,2015-07-02,Pune,,15.3,good
EMP23924,Pooja Sharma,62,Unknown,IT,HR Executive,98598.0,2026-07-03,Bangalore,,7.9,excellent
EMP27189,Ravi Sharma,48,M,HR,HR Executive,107415.0,2016-04-08,Delhi,,15.6,good
EMP16156,Ravi Patel,47,Male,Finance,Data analyst,90260.0,2021-03-26,Hyd,,11.4,
EMP22477,Meena Kumar,30,Unknown,Sales,Marketing Analyst,64714.0,2022-08-28,Hyd,,23.0,Good
EMP11236,Karthik Sharma,41,female,Finance,,93270.0,2023-01-31,Bengaluru,,16.7,Good
EMP29460,Vignesh Rao,38,female,Sales,,125892.0,2024-10-20,  Mumbai   ,,19.5,Poor
EMP26750,Rahul Sharma,29,F,HR,Data analyst,108460.0,2020-11-21,Hyderabad,,13.9,
EMP15757,Anjali Reddy,38,Unknown,IT,Sales Executive,108461.0,2015-09-20,Bengaluru,,17.7,excellent
EMP23829,Meena Reddy,27,M,IT,Software Engineer,143607.0,2018-10-19,Mumbai ,,23.5,excellent
EMP16433,Rahul Patel,63,,Marketing,Software Engineer,48132.0,2020-07-31,Chennai,,2.9,Average
EMP10755,Vignesh Sharma,49,male,Marketing,,134545.0,2017-10-17,Hyd,,6.9,Good
EMP11373,Ravi Singh,59,,Finance,Software Engineer,179851.0,2018-11-19,Chennai ,,12.0,
EMP28158,Rahul Iyer,51,female,IT,software engineer,170953.0,2015-03-03,Bangalore,,15.3,Poor
