Employee_ID,Name,Age,Gender,Department,Job_Role,Salary,Joining_Date,City,Email,Experience_Years,Performance_Score
EMP18075,Vijay Iyer,63,male,H.R,Data Analyst,135219,2026-04-30,Pune,nisha7414@company.com,17.7,Excellent
EMP15519,Rahul Menon,43,,H.R,Operations Manager,-5616,2024-10-15,Pune,nisha2769@company.com,1.7,Excellent
EMP17172,Divya Singh,57,female,Sales,Software Engineer,38504,2015-01-17,Pune,arun2565@company.com,24.0,excellent
EMP11004,Nisha Verma,55,,Marketing,Accountant,50000 INR,2023-03-19,Mumbai,priya2384@company.com,11.7,Poor
EMP11579,Amit Iyer,54,female,Marketing,Sales Executive,38217,2019-12-19,Hyd,sneha8934@company.com,7.5,N/A
EMP25686,Ravi Nair,56,Unknown,Human Resources,Accountant,74977,2019-06-03,Chennai ,vijay8823@company.com,0.3,
EMP23401,Anjali Patel,64,F,Operations,Operations Manager,95101,2021-01-25,Kochi,pooja3993@company.com,7.5,N/A
EMP23337,Ravi Reddy,28,Female,Finance,Data analyst,22483,2020-09-06,Hyderabad,amit8150@company.com,2.8,Excellent
EMP21618,Pooja Nair,62,Male,Finance,Accountant,24514,2016-08-11,Kochi,nisha1041@company.com,6.8,Excellent
EMP26936,Karthik Reddy,21,,H.R,software engineer,72624,2018-04-18,Mumbai ,pooja8335@company.com,2.9,good
EMP27902,Amit Gupta,28,F,H.R,Accountant,148657,2023-03-11,Hyd,meena6431@company.com,5.3,Poor
EMP17852,Amit Das,63,Male,Finance ,Software Engineer,172049,2025-05-05,Hyd,nisha1043@company.com,22.1,Average
EMP23466,Pooja Gupta,19,M,H.R,Marketing Analyst,33058,2016-05-27,Bangalore,vijay8052@company.com,18.3,good
EMP26635,Nisha Kumar,41,female,Sales,N/A,179674,2015-03-06,Bengaluru,vignesh2970@company.com,9.8,Poor
EMP18022,Suresh Patel,55,female,H.R,Operations Manager,-24529,2022-11-09,Bengaluru,amit5271@company.com,24.3,N/A
EMP23167,Sneha Verma,24,Male,IT,Accountant,32517,2017-01-11,Delhi,vignesh5113@company.com,16.8,Poor
EMP17396,Sneha Das,65,M,Sales,Sales Executive,87137,2016-08-10,Mumbai,amit5808@company.com,4.1,Good
EMP11491,Suresh Verma,38,Female,H.R,N/A,173346,2019-08-18,Mumbai ,rahul942@company.com,5.2,excellent
EMP18084,Ravi Menon,41,Female,Marketing,Sales Executive,64992,2024-03-12,Bangalore,rahul4357@company.com,20.7,
EMP17525,Karthik Patel,43,F,Finance,Accountant,86596,2020-04-15,Mumbai,nisha6735@company.com,14.2,Average
EMP28126,Rahul Das,37,male,HR,Operations Manager,107971,2022-03-17,Bengaluru,suresh2430@company.com,1.4,Average
EMP14349,Rahul Iyer,60,male,it,Sales Executive,91375,2025-11-22,Mumbai,amit6468@company.com,24.0,good
EMP20449,Sneha Iyer,56,M,Operations,Software Engineer,83378,2015-02-19,Pune,vijay4472@company.com,7.4,Excellent
EMP16658,Ravi Gupta,53,Female,Sales,N/A,153309,2018-09-05,Pune,arun1392@company.com,7.7,Average
EMP17283,Ravi Reddy,41,F,Sales,Data Analyst,143866,2018-03-04,Pune,divya3164@company.com,13.6,good
EMP29931,Rahul Iyer,25,Male, IT ,Accountant,166929,2020-09-25,Chennai,pooja2666@company.com,20.1,N/A
EMP19199,Amit Verma,52,Female,Marketing,Sales Executive,150499,2020-12-07,Hyd,arun3414@company.com,24.1,Poor
EMP22895,Pooja Gupta,46,M,IT,Accountant,162881,2019-10-05,Bangalore,suresh7493@company.com,13.5,Average
EMP26626,Pooja Singh,40,male,Sales,Operations Manager,57142,2017-07-28,Pune,suresh4702@company.com,7.5,
EMP15872,Arun Nair,26,male,Operations,Sales Executive,67734,2025-03-08,Delhi,anjali5096@company.com,11.4,Excellent
EMP26355,Rahul Singh,22,M,IT,Data analyst,71478,2018-07-08,Mumbai,meena8816@company.com,22.8,Good
EMP14093,Arun Gupta,65,male,IT,Accountant,178971,2015-08-14,Bengaluru,vignesh7164@company.com,15.5,excellent
EMP20055,Priya Gupta,60,female,HR,HR Executive,163951,2024-07-30,Mumbai,pooja8513@company.com,8.2,excellent
EMP28335,Ravi Verma,35,F,Sales,HR Executive,108177,2016-02-07,Pune,priya5473@company.com,9.5,
EMP28619,Sneha Reddy,39,female, IT ,Sales Executive,123784,2021-05-05,Mumbai,divya4057@company.com,6.8,Poor
EMP25397,Anjali Kumar,64,F,Human Resources,Data analyst,79307,2019-02-07,Chennai,anjali8586@company.com,11.0,N/A
EMP10003,Ravi Iyer,24,male,Marketing,software engineer,84862,2024-01-30,Chennai,anjali6372@company.com,20.6,Poor
EMP25424,Meena Nair,63,,it,Operations Manager,172075,2022-07-08,Chennai,vignesh7582@company.com,21.0,excellent
EMP23661,Pooja Singh,49,Male,HR,Data analyst,148212,2025-07-30,Delhi,sneha3736@company.com,13.3,Good
EMP15019,Vijay Iyer,36,female,it,software engineer,37659,2022-05-09,Chennai ,sneha6862@company.com,3.4,good
EMP12590,Divya Menon,24,Male,H.R,Sales Executive,101942,2016-11-19,Mumbai,ravi5240@company.com,15.1,Poor
EMP12314,Meena Iyer,29,female,Sales,N/A,114597,2024-11-13,Chennai,pooja5674@company.com,8.8,Good
EMP15992,Suresh Verma,39,Male,Finance ,Sales Executive,143060,2018-09-09,Hyderabad,karthik9621@company.com,10.8,Poor
EMP24152,Rahul Menon,58,Unknown,H.R,Marketing Analyst,158643,2026-06-24,Bangalore,anjali8174@company.com,19.0,Good
EMP22463,Amit Sharma,30,Female,Finance ,Marketing Analyst,166636,2015-12-06,Bengaluru,rahul6016@company.com,1.4,Average
EMP24789,Rahul Kumar,30,Unknown,Human Resources,software engineer,126019,2023-01-07,Mumbai ,divya1687@company.com,8.8,
EMP14060,Ravi Gupta,39,M,Sales,N/A,40128,2024-11-15,Hyderabad,meena7272@company.com,6.8,Average
EMP28250,Vijay Rao,40,male,Sales,Marketing Analyst,97776,2017-04-28,Mumbai ,priya4357@company.com,25.0,good
EMP18902,Anjali Verma,30,Female,Human Resources,N/A,104361,2023-02-11,Kochi,vijay5885@company.com,17.3,Poor
EMP11185,Rahul Rao,65,,it,Sales Executive,37222,2016-11-24,Mumbai,vijay6478@company.com,10.5,Good
EMP12747,Suresh Kumar,56,male,Sales,Data analyst,157285,2017-02-22,Kochi,suresh67@company.com,24.6,Excellent
EMP15758,Priya Rao,18,M,it,Software Engineer,37864,2024-05-10,Chennai,divya5802@company.com,6.2,N/A
EMP26290,  Vijay Menon  ,35,Unknown,Finance,Software Engineer,55463,2023-06-16,Kochi,vignesh6509@company.com,24.4,Average
EMP23110,Priya Patel,21,Female,HR,software engineer,92296,2021-01-29,Chennai ,meena3657@company.com,22.6,good
EMP26035,Meena Reddy,49,male,IT,Operations Manager,129971,2016-03-16,Hyd,karthik3992@company.com,24.5,good
EMP15192,Arun Sharma,52,M,IT,software engineer,125840,2019-12-09,Chennai ,suresh2261@company.com,14.6,Average
EMP16979,Vijay Das,63,Male,HR,Data Analyst,67710,2024-06-14,Delhi,vijay1531@company.com,17.6,excellent
EMP12997,Rahul Rao,48,Female,HR,Software Engineer,44324,2021-04-13,Delhi,priya8997@company.com,1.0,good
EMP20229,Karthik Nair,62,female,  Sales  ,Data Analyst,42461,2023-08-08,Bengaluru,vijay7718@company.com,16.0,excellent
EMP21759,Suresh Menon,59,male,it,Operations Manager,49811,2021-08-13,Hyd,pooja2382@company.com,1.8,N/A
EMP14128,Rahul Das,60,Male,HR,Software Engineer,170889,2020-11-11,Bangalore,amit281@company.com,18.6,Excellent
EMP13727,Amit Das,42,Male,Marketing,Data Analyst,64155,2021-12-21,Delhi,anjali8546@company.com,9.9,excellent
EMP18387,Karthik Patel,59,Male,it,Data analyst,135896,2025-09-27,Bangalore,vijay1051@company.com,12.1,Poor
EMP16839,Meena Singh,64,,Finance ,Software Engineer,134622,2015-08-04,Pune,karthik4486@company.com,12.0,N/A
EMP14130,Suresh Rao,24,F,IT,Sales Executive,156540,2019-10-31,Bengaluru,nisha6309@company.com,13.2,N/A
EMP10541,Divya Sharma,20,female,H.R,Accountant,-27463,2024-03-18,Hyderabad,meena6601@company.com,18.5,Good
EMP16284,Vignesh Kumar,19,,Sales,Marketing Analyst,26969,2020-03-08,Delhi,vignesh1463@company.com,16.8,Good
EMP11392,Vijay Das,65,Female,H.R,Software Engineer,79830,2015-12-17,Hyd,priya4006@company.com,24.3,
EMP29077,Vignesh Gupta,65,male,it,Data analyst,151617,2019-01-29,Chennai,amit1989@company.com,10.2,Good
EMP11113,Karthik Iyer,65,Female,Operations,Marketing Analyst,88121,2015-05-26,Hyd,karthik9272@company.com,19.3,good
EMP17997,Vignesh Das,43,female,Finance,Accountant,46342,2015-07-31,Kochi,karthik6294@company.com,17.2,N/A
EMP25222,Amit Das,65,Male,it,Software Engineer,161468,2019-04-17,Chennai,divya787@company.com,5.1,
EMP24049,Suresh Singh,65,male,Finance ,Accountant,47348,2018-07-15,Mumbai ,rahul3584@company.com,9.5,Excellent
EMP28873,Anjali Nair,39,male,Human Resources,HR Executive,103711,2015-10-15,Delhi,suresh8800@company.com,21.0,Average
EMP22850,Meena Patel,46,male, IT ,Software Engineer,26781,2025-09-03,Mumbai ,priya3734@company.com,20.5,Poor
EMP12458,Sneha Das,29,, IT ,Operations Manager,51026,2017-12-02,Kochi,pooja1621@company.com,3.2,
EMP23357,Divya Menon,48,,HR,HR Executive,56268,2016-12-14,Hyd,amit5489@company.com,2.5,excellent
EMP27203,Divya Reddy,39,F,Sales,Accountant,123460,2016-06-26,Bangalore,vignesh1792@company.com,11.0,excellent
EMP28798,Rahul Patel,48,F,IT,Marketing Analyst,76118,2025-11-18,Bangalore,rahul7683@company.com,18.8,N/A
EMP15679,Divya Sharma,52,Male,Sales,Sales Executive,172513,2020-07-29,Hyderabad,anjali1299@company.com,19.2,
EMP21739,Ravi Verma,19,male,Finance,N/A,113331,2019-10-27,Delhi,nisha3905@company.com,18.9,good
EMP16266,Suresh Rao,32,F,HR,Data Analyst,28857,2026-05-16,Bangalore,ravi4629@company.com,21.2,N/A
EMP23682,Ravi Verma,49,,IT,HR Executive,37785,2023-08-25,Pune,amit6157@company.com,17.6,Poor
EMP12870,Vijay Verma,18,male,H.R,Software Engineer,161001,2025-06-01,Delhi,pooja6013@company.com,9.1,N/A
EMP18164,Rahul Kumar,56,M, IT ,N/A,95485,2018-02-10,Pune,nisha8403@company.com,0.5,N/A
EMP15522,Suresh Menon,20,Male,Marketing,N/A,128428,2016-12-27,Kochi,meena8392@company.com,23.0,good
EMP17045,Arun Patel,39,,Sales,Data Analyst,148395,2021-01-07,Pune,nisha8923@company.com,20.8,excellent
EMP18245,Divya Patel,51,M,Sales,Operations Manager,41260,2025-07-22,Mumbai,vijay1273@company.com,8.3,
EMP15094,Vijay Rao,27,Female,Sales,Data analyst,173226,2023-02-21,Mumbai ,karthik9214@company.com,20.3,excellent
EMP16779,  Nisha Reddy  ,65,Female,H.R,Operations Manager,158059,2023-05-27,Delhi,sneha1921@company.com,12.0,Good
EMP27023,Karthik Kumar,55,Male,it,Accountant,139062,2016-06-14,Hyd,rahul9768@company.com,5.0,Average
EMP18493,Meena Patel,33,Male, IT ,Data Analyst,168201,2024-09-15,Chennai,suresh6041@company.com,2.9,excellent
EMP14037,Sneha Sharma,46,,Finance ,Software Engineer,93026,2024-07-14,Kochi,vignesh3392@company.com,12.8,good
EMP11235,Karthik Patel,22,F,HR,Software Engineer,168650,2025-07-27,Bangalore,nisha3353@company.com,22.2,good
EMP12239,Karthik Kumar,36,Male,Human Resources,Data analyst,59873,2019-02-19,Pune,nisha5702@company.com,17.2,good
EMP12686,Amit Verma,33,Male,Human Resources,Data analyst,102485,2018-07-11,Mumbai ,meena3625@company.com,1.9,Average
EMP23556,Pooja Iyer,44,Unknown,IT,Operations Manager,87920,2017-01-08,Mumbai,pooja1830@company.com,12.0,excellent
EMP10461,Divya Kumar,36,Male,Operations,Software Engineer,34727,2022-04-20,Pune,amit4976@company.com,13.0,Good
EMP17657,Suresh Verma,43,Male,it,Sales Executive,67354,2023-07-26,Mumbai ,ravi1445@company.com,11.4,Excellent
EMP21235,Vignesh Singh,31,Unknown,Finance,software engineer,137001,2026-01-23,Delhi,nisha3394@company.com,17.7,Average
EMP24066,Vijay Sharma,19,female,Finance ,Data analyst,33734,2017-12-30,Chennai,karthik7040@company.com,20.3,Poor
EMP21499,Suresh Iyer,37,Male,Marketing,N/A,156832,2026-03-27,Hyd,priya6971@company.com,7.7,Poor
EMP25607,Anjali Singh,58,Unknown,Finance,software engineer,95301,2022-10-04,Bangalore,suresh6999@company.com,14.0,Excellent
EMP24903,Divya Kumar,20,female,Marketing,Data Analyst,51113,2018-09-04,Bangalore,karthik1046@company.com,17.6,Average
EMP14165,Anjali Patel,50,female,Marketing,Software Engineer,176981,2019-10-14,Hyderabad,amit2433@company.com,19.2,Average
EMP28399,Anjali Rao,41,male, IT ,Accountant,117463,2022-05-04,Hyderabad,priya5334@company.com,13.3,
EMP16736,Pooja Rao,33,F,Marketing,N/A,69792,2024-05-16,Chennai ,arun7774@company.com,3.3,N/A
EMP17357,Anjali Singh,24,Unknown,Finance ,Accountant,53552,2017-10-30,Hyd,sneha5432@company.com,21.3,excellent
EMP12066,Nisha Patel,38,Female,Marketing,N/A,34394,2023-09-03,Bangalore,arun8421@company.com,17.0,Excellent
EMP22858,Divya Nair,42,Female,H.R,Accountant,84873,2019-05-28,Kochi,rahul5243@company.com,9.3,Excellent
EMP15838,Ravi Singh,26,female,IT,Sales Executive,56577,2016-12-01,Bangalore,meena5129@company.com,2.7,excellent
EMP13220,Vignesh Reddy,50,,  Operations  ,software engineer,62741,2026-02-23,Pune,sneha3071@company.com,10.9,Poor
EMP19556,Rahul Nair,57,,HR,Sales Executive,144827,2019-01-18,Bangalore,amit4119@company.com,20.8,Poor
EMP29723,Anjali Das,31,Unknown,Human Resources,Data analyst,44112,2026-01-23,Hyd,vijay3756@company.com,10.7,Good
EMP25736,Divya Singh,64,, IT ,Software Engineer,39428,2018-01-07,Mumbai,anjali912@company.com,1.2,good
EMP15514,Amit Verma,63,F,it,N/A,163100,2024-03-15,Delhi,priya4953@company.com,22.8,Excellent
EMP22086,Priya Kumar,34,,Sales,Accountant,27398,2025-04-22,Mumbai,nisha9828@company.com,2.5,Poor
EMP18156,Divya Gupta,39,male,Marketing,Data analyst,99933,unknown,Delhi,priya9811@company.com,16.4,
EMP26402,Sneha Verma,47,M,HR,Sales Executive,63639,2019-05-01,Bengaluru,divya882@company.com,5.3,good
EMP26647,Vijay Singh,62,M,Human Resources,N/A,69120,2017-09-11,Mumbai,vignesh1479@company.com,8.5,Excellent
EMP25559,Sneha Nair,51,Male,Operations,software engineer,25396,2023-06-25,Delhi,meena4353@company.com,19.7,Average
EMP13079,Vijay Patel,56,Female,Finance ,Software Engineer,72811,2016-05-11,Pune,suresh820@company.com,2.2,
EMP24769,Ravi Singh,22,Male,Operations,Operations Manager,176006,2015-04-10,Chennai ,ravi6366@company.com,17.4,Excellent
EMP19145,Karthik Menon,22,female,Sales,Data Analyst,179333,2021-10-11,Kochi,invalidemail,18.2,Average
EMP27580,Amit Kumar,20,F,Operations,Data Analyst,147231,2022-05-25,Hyderabad,vijay2897@company.com,17.4,
EMP16415,Meena Kumar,22,Male,Human Resources,Sales Executive,174925,2021-04-19,Chennai ,karthik6251@company.com,20.4,N/A
EMP10810,Anjali Nair,48,,H.R,Software Engineer,160234,2025-01-03,Delhi,priya7778@company.com,0.8,Poor
EMP26448,Arun Singh,45,M,Marketing,HR Executive,46253,2019-07-19,Hyd,rahul2926@company.com,21.1,Excellent
EMP11086,Divya Das,54,Female,Marketing,Software Engineer,79874,2017-08-02,Chennai,ravi5803@company.com,11.9,Good
EMP16531,Divya Reddy,21,female,Sales,Software Engineer,72798,2025-08-28,Hyd,vijay2658@company.com,10.4,Good
EMP20370,Sneha Sharma,43,male,Operations,Sales Executive,127541,2022-01-13,Chennai,amit6002@company.com,20.2,Excellent
EMP18958,Rahul Kumar,60,,HR,Software Engineer,35284,2025-02-17,Pune,ravi4547@company.com,5.8,Good
EMP11604,Priya Rao,31,M,HR,Accountant,76625,2022-11-22,Delhi,vijay1352@company.com,23.5,N/A
EMP22452,Amit Nair,25,M,H.R,Operations Manager,61383,2015-06-13,Mumbai,anjali7991@company.com,13.6,good
EMP27277,Vignesh Das,19,F,IT,Software Engineer,146810,2023-01-29,Bengaluru,pooja6915@company.com,6.0,Poor
EMP13656,Pooja Reddy,63,F,Finance ,Software Engineer,147852,2020-10-04,Bengaluru,meena5370@company.com,2.0,Good
EMP14712,Nisha Iyer,23,Female,HR,Sales Executive,113051,2021-01-30,Chennai,arun8952@company.com,16.6,good
EMP20956,Pooja Singh,30,Female,it,Marketing Analyst,79167,2026-01-23,Mumbai ,priya5212@company.com,14.0,
EMP28315,Nisha Sharma,20,F,Sales,software engineer,34002,2026-05-06,Mumbai,karthik3244@company.com,3.5,good
EMP28915,Karthik Sharma,39,Male,it,N/A,21034,2020-01-13,Pune,karthik7281@company.com,2.4,
EMP23899,Arun Rao,40,female,H.R,N/A,unknown,2015-08-22,Mumbai,divya2402@company.com,6.4,N/A
EMP13744,Priya Rao,54,Female,it,Data Analyst,45106,2021-09-08,Chennai ,vijay8732@company.com,9.8,Poor
EMP17489,Nisha Patel,63,Male,Finance ,HR Executive,120666,2021-07-17,Hyd,sneha7868@company.com,12.3,Average
EMP15247,Amit Nair,33,Unknown,it,HR Executive,77702,2022-11-25,Bangalore,vijay4477@company.com,3.9,Poor
EMP11855,Priya Patel,56,female, IT ,HR Executive,157436,2025-10-08,Hyderabad,priya7747@company.com,10.3,excellent
EMP11806,Amit Rao,26,female,it,HR Executive,145409,2020-04-02,Mumbai ,anjali4188@company.com,4.6,
EMP29823,Anjali Sharma,31,F,it,HR Executive,172481,2018-09-21,Mumbai ,amit3074@company.com,22.5,excellent
EMP11122,Pooja Rao,56,Male,IT,Accountant,74015,2018-12-23,Chennai,anjali2043@company.com,22.3,N/A
EMP26953,Amit Menon,42,male,  HR  ,Software Engineer,153515,2023-05-03,Kochi,amit2081@company.com,17.6,excellent
EMP17819,Pooja Das,58,M, IT ,N/A,38249,2023-05-30,Hyderabad,suresh2832@company.com,8.7,Average
EMP23404,Rahul Reddy,64,M,HR,Software Engineer,159833,2024-01-11,Pune,priya3813@company.com,9.6,N/A
EMP22345,Sneha Das,23,male,Marketing,software engineer,129113,2020-04-08,Chennai ,divya7158@company.com,22.1,
EMP16766,Suresh Kumar,59,Female,Marketing,Data analyst,76145,2018-07-10,Delhi,vijay1937@company.com,24.2,Poor
EMP20885,Divya Singh,50,M,Sales,Data analyst,95937,2026-02-23,Kochi,divya1386@company.com,4.6,good
EMP27511,Ravi Nair,55,Male,HR,Marketing Analyst,80616,2015-03-26,Pune,sneha7311@company.com,23.7,Average
EMP21704,Arun Das,64,Female,Finance ,software engineer,139477,2017-04-06,Hyd,nisha9096@company.com,18.5,Poor
EMP13783,Ravi Das,49,Male,Sales,Data Analyst,77533,2024-12-25,Chennai ,rahul4095@company.com,15.6,
EMP11254,Vignesh Gupta,36,F,Finance ,Data Analyst,116803,2016-09-06,Hyd,divya1833@company.com,N/A,
EMP14395,Anjali Gupta,65,male,Sales,Data Analyst,36618,2025-01-29,Hyderabad,vignesh7505@company.com,22.0,Average
EMP25294,Divya Singh,65,Unknown,Sales,Data analyst,150978,2016-04-05,Hyd,vijay4655@company.com,16.8,good
EMP25656,Arun Rao,29,Unknown,Human Resources,Data Analyst,58508,2020-11-28,Pune,vignesh6166@company.com,15.5,Good
EMP15890,Meena Nair,49,male,Finance,N/A,113765,2022-06-15,Chennai ,suresh4243@company.com,22.9,Good
EMP19716,Priya Patel,43,M,Sales,Operations Manager,147528,2017-02-24,Bengaluru,karthik2853@company.com,8.0,good
EMP12960,Sneha Gupta,32,male,Marketing,Software Engineer,84541,2017-02-19,Chennai ,vijay2346@company.com,24.0,Average
EMP25695,Nisha Gupta,65,Male,H.R,HR Executive,133757,2017-12-27,Bengaluru,ravi7353@company.com,14.0,Good
